Date	Close
1975-01-03	70.71
1975-01-10	72.61
1975-01-17	70.96
1975-01-24	72.98
1975-01-31	76.98
1975-02-07	78.63
1975-02-14	81.5
1975-02-21	82.62
1975-02-28	81.59
1975-03-07	84.3
1975-03-14	84.76
1975-03-21	83.39
1975-03-28	83.85
1975-04-04	80.88
1975-04-11	84.18
1975-04-18	86.3
1975-04-25	86.62
1975-05-02	89.22
1975-05-09	90.53
1975-05-16	90.43
1975-05-23	90.58
1975-05-30	91.15
1975-06-06	92.48
1975-06-13	90.52
1975-06-20	92.61
1975-06-27	94.81
1975-07-04	94.36
1975-07-11	94.66
1975-07-18	93.2
1975-07-25	89.29
1975-08-01	87.99
1975-08-08	86.02
1975-08-15	86.36
1975-08-22	84.28
1975-08-29	86.88
1975-09-05	85.62
1975-09-12	83.3
1975-09-19	85.88
1975-09-26	86.19
1975-10-03	85.95
1975-10-10	88.21
1975-10-17	88.86
1975-10-24	89.83
1975-10-31	89.04
1975-11-07	89.33
1975-11-14	90.97
1975-11-21	89.53
1975-11-28	91.24
1975-12-05	86.82
1975-12-12	87.83
1975-12-19	88.8
1975-12-26	90.25
1976-01-02	90.9
1976-01-09	94.95
1976-01-16	97
1976-01-23	99.21
1976-01-30	100.86
1976-02-06	99.46
1976-02-13	99.67
1976-02-20	102.1
1976-02-27	99.71
1976-03-05	99.11
1976-03-12	100.86
1976-03-19	100.58
1976-03-26	102.85
1976-04-02	102.25
1976-04-09	100.35
1976-04-16	100.67
1976-04-23	102.29
1976-04-30	101.64
1976-05-07	101.88
1976-05-14	101.34
1976-05-21	101.26
1976-05-28	100.18
1976-06-04	99.15
1976-06-11	100.92
1976-06-18	103.76
1976-06-25	103.72
1976-07-02	104.11
1976-07-09	104.98
1976-07-16	104.68
1976-07-23	104.06
1976-07-30	103.44
1976-08-06	103.79
1976-08-13	104.25
1976-08-20	102.37
1976-08-27	101.48
1976-09-03	104.3
1976-09-10	104.65
1976-09-17	106.27
1976-09-24	106.8
1976-10-01	104.17
1976-10-08	102.56
1976-10-15	100.88
1976-10-22	99.96
1976-10-29	102.9
1976-11-05	100.82
1976-11-12	99.24
1976-11-19	101.92
1976-11-26	103.15
1976-12-03	102.76
1976-12-10	104.7
1976-12-17	104.26
1976-12-24	104.84
1976-12-31	107.46
1977-01-07	105.01
1977-01-14	104.01
1977-01-21	103.32
1977-01-28	101.93
1977-02-04	101.88
1977-02-11	100.22
1977-02-18	100.49
1977-02-25	99.48
1977-03-04	101.2
1977-03-11	100.65
1977-03-18	101.86
1977-03-25	99.06
1977-04-01	99.21
1977-04-08	98.35
1977-04-15	101.04
1977-04-22	98.44
1977-04-29	98.44
1977-05-06	99.49
1977-05-13	99.03
1977-05-20	99.45
1977-05-27	96.27
1977-06-03	97.69
1977-06-10	98.46
1977-06-17	99.97
1977-06-24	101.19
1977-07-01	100.1
1977-07-08	99.79
1977-07-15	100.18
1977-07-22	101.67
1977-07-29	98.85
1977-08-05	98.76
1977-08-12	97.88
1977-08-19	97.51
1977-08-26	96.06
1977-09-02	97.45
1977-09-09	96.37
1977-09-16	96.48
1977-09-23	95.04
1977-09-30	96.53
1977-10-07	95.97
1977-10-14	93.56
1977-10-21	92.32
1977-10-28	92.61
1977-11-04	91.58
1977-11-11	95.98
1977-11-18	95.33
1977-11-25	96.69
1977-12-02	94.67
1977-12-09	93.65
1977-12-16	93.4
1977-12-23	94.69
1977-12-30	95.1
1978-01-06	91.62
1978-01-13	89.69
1978-01-20	89.89
1978-01-27	88.58
1978-02-03	89.62
1978-02-10	90.08
1978-02-17	87.96
1978-02-24	88.49
1978-03-03	87.45
1978-03-10	88.88
1978-03-17	90.2
1978-03-24	89.36
1978-03-31	89.21
1978-04-07	90.17
1978-04-14	92.92
1978-04-21	94.34
1978-04-28	96.83
1978-05-05	96.53
1978-05-12	98.07
1978-05-19	98.12
1978-05-26	96.58
1978-06-02	98.14
1978-06-09	99.93
1978-06-16	97.42
1978-06-23	95.85
1978-06-30	95.53
1978-07-07	94.89
1978-07-14	97.58
1978-07-21	97.75
1978-07-28	100
1978-08-04	103.92
1978-08-11	103.96
1978-08-18	104.73
1978-08-25	104.9
1978-09-01	103.68
1978-09-08	106.79
1978-09-15	104.12
1978-09-22	101.84
1978-09-29	102.54
1978-10-06	103.52
1978-10-13	104.66
1978-10-20	97.95
1978-10-27	94.59
1978-11-03	96.18
1978-11-10	94.77
1978-11-17	94.42
1978-11-24	95.79
1978-12-01	96.28
1978-12-08	96.63
1978-12-15	95.33
1978-12-22	96.31
1978-12-29	96.11
1979-01-05	99.13
1979-01-12	99.93
1979-01-19	99.75
1979-01-26	101.86
1979-02-02	99.5
1979-02-09	97.87
1979-02-16	98.67
1979-02-23	97.78
1979-03-02	96.97
1979-03-09	99.54
1979-03-16	100.69
1979-03-23	101.6
1979-03-30	101.59
1979-04-06	103.18
1979-04-13	102
1979-04-20	101.23
1979-04-27	101.8
1979-05-04	100.69
1979-05-11	98.52
1979-05-18	99.93
1979-05-25	100.22
1979-06-01	99.17
1979-06-08	101.49
1979-06-15	102.09
1979-06-22	102.64
1979-06-29	102.91
1979-07-06	103.62
1979-07-13	102.32
1979-07-20	101.82
1979-07-27	103.1
1979-08-03	104.04
1979-08-10	106.4
1979-08-17	108.3
1979-08-24	108.6
1979-08-31	109.32
1979-09-07	107.66
1979-09-14	108.76
1979-09-21	110.47
1979-09-28	109.32
1979-10-05	111.27
1979-10-12	104.49
1979-10-19	101.6
1979-10-26	100.57
1979-11-02	102.51
1979-11-09	101.51
1979-11-16	103.79
1979-11-23	104.67
1979-11-30	106.16
1979-12-07	107.52
1979-12-14	108.92
1979-12-21	107.59
1979-12-28	107.84
1980-01-04	106.52
1980-01-11	109.92
1980-01-18	111.07
1980-01-25	113.61
1980-02-01	115.12
1980-02-08	117.95
1980-02-15	115.41
1980-02-22	115.04
1980-02-29	113.66
1980-03-07	106.9
1980-03-14	105.43
1980-03-21	102.31
1980-03-28	100.68
1980-04-04	102.15
1980-04-11	103.79
1980-04-18	100.55
1980-04-25	105.16
1980-05-02	105.58
1980-05-09	104.72
1980-05-16	107.35
1980-05-23	110.62
1980-05-30	111.24
1980-06-06	113.2
1980-06-13	115.81
1980-06-20	114.06
1980-06-27	116
1980-07-04	117.46
1980-07-11	117.84
1980-07-18	122.04
1980-07-25	120.78
1980-08-01	121.21
1980-08-08	123.61
1980-08-15	125.72
1980-08-22	126.02
1980-08-29	122.38
1980-09-05	124.88
1980-09-12	125.54
1980-09-19	129.25
1980-09-26	126.35
1980-10-03	129.33
1980-10-10	130.29
1980-10-17	131.52
1980-10-24	129.85
1980-10-31	127.47
1980-11-07	129.18
1980-11-14	137.15
1980-11-21	139.11
1980-11-28	140.52
1980-12-05	134.03
1980-12-12	129.23
1980-12-19	133.7
1980-12-26	136.57
1981-01-02	136.34
1981-01-09	133.48
1981-01-16	134.77
1981-01-23	130.23
1981-01-30	129.55
1981-02-06	130.6
1981-02-13	126.98
1981-02-20	126.58
1981-02-27	131.27
1981-03-06	129.85
1981-03-13	133.11
1981-03-20	134.08
1981-03-27	134.65
1981-04-03	135.49
1981-04-10	134.51
1981-04-17	134.7
1981-04-24	135.14
1981-05-01	132.72
1981-05-08	131.66
1981-05-15	132.17
1981-05-22	131.33
1981-05-29	132.59
1981-06-05	132.22
1981-06-12	133.49
1981-06-19	132.27
1981-06-26	132.56
1981-07-03	128.64
1981-07-10	129.37
1981-07-17	130.76
1981-07-24	128.46
1981-07-31	130.92
1981-08-07	131.75
1981-08-14	132.49
1981-08-21	129.23
1981-08-28	124.08
1981-09-04	120.07
1981-09-11	121.61
1981-09-18	116.26
1981-09-25	112.77
1981-10-02	119.36
1981-10-09	121.45
1981-10-16	119.19
1981-10-23	118.6
1981-10-30	121.89
1981-11-06	122.67
1981-11-13	121.67
1981-11-20	121.71
1981-11-27	125.09
1981-12-04	126.26
1981-12-11	124.93
1981-12-18	124
1981-12-25	122.54
1982-01-01	122.55
1982-01-08	119.55
1982-01-15	116.33
1982-01-22	115.38
1982-01-29	120.4
1982-02-05	117.26
1982-02-12	114.38
1982-02-19	113.22
1982-02-26	113.11
1982-03-05	109.34
1982-03-12	108.61
1982-03-19	110.61
1982-03-26	111.94
1982-04-02	115.12
1982-04-09	116.22
1982-04-16	116.81
1982-04-23	118.64
1982-04-30	116.44
1982-05-07	119.47
1982-05-14	118.01
1982-05-21	114.89
1982-05-28	111.88
1982-06-04	110.09
1982-06-11	111.24
1982-06-18	107.28
1982-06-25	109.14
1982-07-02	107.65
1982-07-09	108.83
1982-07-16	111.07
1982-07-23	111.17
1982-07-30	107.09
1982-08-06	103.71
1982-08-13	103.85
1982-08-20	113.02
1982-08-27	117.11
1982-09-03	122.68
1982-09-10	120.97
1982-09-17	122.55
1982-09-24	123.32
1982-10-01	121.97
1982-10-08	131.05
1982-10-15	133.57
1982-10-22	138.83
1982-10-29	133.72
1982-11-05	142.16
1982-11-12	139.53
1982-11-19	137.02
1982-11-26	134.88
1982-12-03	138.69
1982-12-10	139.57
1982-12-17	137.49
1982-12-24	139.72
1982-12-31	140.64
1983-01-07	145.18
1983-01-14	146.65
1983-01-21	143.85
1983-01-28	144.51
1983-02-04	146.14
1983-02-11	147.65
1983-02-18	148
1983-02-25	149.74
1983-03-04	153.67
1983-03-11	151.24
1983-03-18	149.9
1983-03-25	152.67
1983-04-01	153.02
1983-04-08	152.85
1983-04-15	158.75
1983-04-22	160.42
1983-04-29	164.43
1983-05-06	166.1
1983-05-13	164.91
1983-05-20	162.14
1983-05-27	164.46
1983-06-03	164.42
1983-06-10	162.68
1983-06-17	169.13
1983-06-24	170.41
1983-07-01	168.64
1983-07-08	167.08
1983-07-15	164.29
1983-07-22	168.89
1983-07-29	162.56
1983-08-05	161.74
1983-08-12	162.16
1983-08-19	163.98
1983-08-26	162.14
1983-09-02	165
1983-09-09	166.92
1983-09-16	166.25
1983-09-23	169.51
1983-09-30	166.07
1983-10-07	170.8
1983-10-14	169.86
1983-10-21	165.95
1983-10-28	163.37
1983-11-04	162.44
1983-11-11	166.29
1983-11-18	165.09
1983-11-25	167.18
1983-12-02	165.44
1983-12-09	165.08
1983-12-16	162.39
1983-12-23	163.22
1983-12-30	164.93
1984-01-06	169.28
1984-01-13	167.02
1984-01-20	166.21
1984-01-27	163.94
1984-02-03	160.91
1984-02-10	156.3
1984-02-17	155.74
1984-02-24	157.51
1984-03-02	159.24
1984-03-09	154.35
1984-03-16	159.27
1984-03-23	156.86
1984-03-30	159.18
1984-04-06	155.48
1984-04-13	157.31
1984-04-20	158.02
1984-04-27	159.89
1984-05-04	159.11
1984-05-11	158.49
1984-05-18	155.78
1984-05-25	151.62
1984-06-01	153.24
1984-06-08	155.17
1984-06-15	149.03
1984-06-22	154.46
1984-06-29	153.18
1984-07-06	152.24
1984-07-13	150.88
1984-07-20	149.55
1984-07-27	151.19
1984-08-03	162.35
1984-08-10	165.42
1984-08-17	164.14
1984-08-24	167.51
1984-08-31	166.68
1984-09-07	164.37
1984-09-14	168.78
1984-09-21	165.67
1984-09-28	166.1
1984-10-05	162.68
1984-10-12	164.18
1984-10-19	167.96
1984-10-26	165.29
1984-11-02	167.42
1984-11-09	167.6
1984-11-16	164.1
1984-11-23	166.92
1984-11-30	163.58
1984-12-07	162.26
1984-12-14	162.69
1984-12-21	165.51
1984-12-28	166.26
